apiName,associatedTraits,composition,desc,effects,name
TFT11_Augment_Sniper,['TFT11_Sniper'],[],"Snipers gain @AttackSpeed*100@% Attack Speed. Gain a Caitlyn and a Kog'Maw. After Snipers have attacked a total distance of @Distance@ hexes, gain a Sniper's Focus. (Current:&nbsp;@TFTUnitProperty.item:TFT11_Augment_Sniper_DistanceShot@)","{'AttackSpeed': 0.15000000596046448, 'Distance': 1200.0}",Long Shot
TFT11_Augment_Exalted,['TFT11_Exalted'],[],"Gain @NumChamps@ Exalted Champions. Your Exalted Soul Core gains @BaseGold@ gold instead of XP. If you lose combat, it gains @BonusGold@ bonus gold.<br><br><rules>If there no 1 or 2-cost Exalted champions, get one 3-cost instead.</rules>","{'BaseGold': 2.0, 'BonusGold': 2.0, 'NumChamps': 2.0}",Venerable Piggy Bank
TFT11_Augment_Fated,['TFT11_Fated'],[],"When one of your Fated pair dies, your team gains @DeathBonus*100@% of the surviving one's bonus for the rest of combat. Gain an Ahri and a Yasuo.",{'DeathBonus': 1.0},My Heart Will Go On
TFT11_Augment_DuelistCrown,['TFT11_Duelist'],[],"Gain a Duelist Emblem, a Giant Slayer, and a Qiyana.",{},Duelist Crown
TFT11_Augment_Sage,['TFT11_Sage'],[],Gain @BaseXP@ XP at the start of each combat. Each unique Sage that starts in the middle two rows grants @XP@ more. Gain a Zyra.,"{'BaseXP': 1.0, 'XP': 1.0}",The Road Less Traveled
TFT11_Augment_Reaper,['TFT11_Reaper'],[],Your Reapers gain @crit*100@% Critical Strike Chance and @omnivamp*100@% Omnivamp. They gain this bonus again every time they get a takedown. Gain a Kindred and Yone.,"{'Crit': 0.07999999821186066, 'Omnivamp': 0.05000000074505806}",Grim Harvest
TFT11_Augment_UmbralCrown,['TFT11_Umbral'],[],"Gain an Umbral Emblem, a Redemption, and a Yorick.",{},Umbral Crown
TFT11_Augment_Dryad,['TFT11_Dryad'],[],"Every round, gain @RoundStacks@ Dryad stacks. Dryads deal @bonusdamage*100@% additional damage. Gain a Rek'Sai and&nbsp;a&nbsp;Gnar.","{'BonusDamage': 0.07999999821186066, 'RoundStacks': 2.0}",Mulched
TFT11_Augment_HeavenlyCrown,['TFT11_Heavenly'],[],"Gain a Heavenly Emblem, a Hand of Justice, and a Neeko.",{},Heavenly Crown
TFT11_Augment_GhostlyCrown,['TFT11_Ghostly'],[],"Gain a Ghostly Emblem, a Gargoyle Stoneplate, and an Illaoi.",{},Ghostly Crown
TFT11_Augment_ReaperCrown,['TFT11_Reaper'],[],"Gain a Reaper Emblem, a Hand of Justice, and a Kindred.",{},Reaper Crown
TFT11_Augment_SniperCrown,['TFT11_Sniper'],[],"Gain a Sniper Emblem, a Guinsoo's Rageblade, and an Aphelios.",{},Sniper Crown
TFT11_Augment_Mythic,['TFT11_Mythic'],[],"Every time a unique Mythic champion becomes Epic, gain @Health@ player health and @Gold@ gold. Gain a Cho'Gath and Kog'Maw.","{'Gold': 3.0, 'Health': 2.0}",It's Going to be Epic
TFT11_Augment_AltruistCrown,['TFT11_Altruist'],[],"Gain an Altruist Emblem, a Bloodthirster, and a Riven.",{},Altruist Crown
TFTTutorial_Augment_WithItemAS2,[],[],Your champions holding an item gain @AttackSpeed*100@ Attack Speed.,{'AttackSpeed': 0.20000000298023224},Elite Vanguard
TFTTutorial_Augment_AbilityPwr,[],[],"Your team gains @Health@ Health, @AttackDamage@% Attack Damage, @AbilityPower@ Ability Power, @Armor@ Armor, @MR@ Magic Resist, @AttackSpeed@% Attack Speed, and @Mana@ Mana.",{'AbilityPower': 5.0},Tons of Stats!
TFTTutorial_Augment_Mana,[],[],"Your team gains @Health@ Health, @AttackDamage@% Attack Damage, @AbilityPower@ Ability Power, @Armor@ Armor, @MR@ Magic Resist, @AttackSpeed@% Attack Speed, and @Mana@ Mana.",{'Mana': 5.0},Tons of Stats!
TFTTutorial_Augment_Armor,[],[],"Your team gains @Health@ Health, @AttackDamage@% Attack Damage, @AbilityPower@ Ability Power, @Armor@ Armor, @MR@ Magic Resist, @AttackSpeed@% Attack Speed, and @Mana@ Mana.",{'Armor': 5.0},Tons of Stats!
TFTTutorial_Augment_FrontRowHealth1,[],[],Your champions that start combat in the front 2 rows gain @Health@ Health.,{'Health': 100.0},Bulwark
TFTTutorial_Augment_BackRowAS1,[],[],Your champions that start combat in the back 2 rows gain @AS*100@ Attack Speed.,"{'AS': 0.20000000298023224, 'HexRangeIncrease': 'null'}",Swift Strike
TFTTutorial_Augment_WithoutItemAS2,[],[],Your champions without items equipped gain @AttackSpeed*100@ Attack Speed.,{'AttackSpeed': 0.550000011920929},Unhindered
TFTTutorial_Augment_AtkDmg,[],[],"Your team gains @Health@ Health, @AttackDamage@% Attack Damage, @AbilityPower@ Ability Power, @Armor@ Armor, @MR@ Magic Resist, @AttackSpeed@% Attack Speed, and @Mana@ Mana.",{'AttackDamage': 5.0},Tons of Stats!
TFTTutorial_Augment_AtkSpeed,[],[],"Your team gains @Health@ Health, @AttackDamage@% Attack Damage, @AbilityPower@ Ability Power, @Armor@ Armor, @MR@ Magic Resist, @AttackSpeed@% Attack Speed, and @Mana@ Mana.",{'AttackSpeed': 5.0},Tons of Stats!
TFTTutorial_Augment_WithItemHealth2,[],[],Your champions holding an item gain @Health@ health.,{'Health': 300.0},Cybernetic Mass
TFTTutorial_Augment_MR,[],[],"Your team gains @Health@ Health, @AttackDamage@% Attack Damage, @AbilityPower@ Ability Power, @Armor@ Armor, @MR@ Magic Resist, @AttackSpeed@% Attack Speed, and @Mana@ Mana.",{'MR': 5.0},Tons of Stats!
TFTTutorial_Augment_Health,[],[],"Your team gains @Health@ Health, @AttackDamage@% Attack Damage, @AbilityPower@ Ability Power, @Armor@ Armor, @MR@ Magic Resist, @AttackSpeed@% Attack Speed, and @Mana@ Mana.",{'Health': 35.0},Tons of Stats!
TFTTutorial_Augment_FrontRowMana1,[],[],Your champions that start combat in the front 2 rows gain @Mana@ Mana.,{'Mana': 20.0},Splash Zone
TFT10_Augment_RepetitiveRiffing,['TFT10_PunkRock'],[],Gain bonuses for starring Punk champions.<br>2-star: Gain @Gold@ gold<br>3-star: Gain @numcomponents@ component,"{'Gold': 2.0, 'NumComponents': 1.0, '{b2630e29}': 1.0}",Extended Play
TFT10_Augment_PartyStarters,['TFT10_CrowdDive'],[],Crowd Divers gain @as*100@% Attack Speed and leap at @health*100@% Health instead of on death. Gain 2 Crowd Divers.,"{'AS': 0.10000000149011612, 'Health': 0.5}",Party Starters
TFT10_Augment_Bedazzled,['TFT10_Dazzler'],[],The damage over time effect from your Dazzlers lasts @duration@ seconds longer and deals @damageamp@% more damage. Gain a Nami and a Bard.,"{'DamageAmp': 100.0, 'Duration': 2.0}",The Ol' Razzle Dazzle
TFT10_Augment_HighScore,['TFT10_8Bit'],[],"@Delay@ seconds into combat, all enemies and non-KDA units are stunned and forced to dance for @StunDuration@ seconds. Your KDA champions gain @BonusAP@ Ability Power. Gain a Lillia and a Kai'Sa.","{'Gold': 1.0, 'XP': 1.0}",Mesmerizing Performance
TFT10_Augment_TheDrop,['TFT10_EDM'],[],"After their first sampled cast, EDM champions will sample @newfrequency*100@% more frequently. Gain a Lux.","{'newfrequency': 0.30000001192092896, '{b37d8824}': 10.0}",The Drop
TFT10_Augment_LiveForDanger,['TFT10_Edgelord'],[],Edgelords' attacks deal @cleave*10@% of their damage to enemies within @HexRange@ hexes of their target. Gain a Yasuo and a Kayle.,"{'HexRange': 1.0, 'cleave': 4.0}",Live for Danger
TFT10_Augment_ThatsJazzBaby,['TFT10_Jazz'],[],Gain a Bard. Combat start: Jazz champions gain permanent bonuses based on the number of active traits. <br>@firstBreakpoint@: @Health@ max Health<br>@secondBreakpoint@: and @AS@% Attack Speed<br>@thirdBreakpoint@: and @ad@% Attack Damage and @ap@ Ability Power,"{'AD': 2.0, 'AP': 2.0, 'AS': 2.0, 'Health': 20.0, 'firstBreakpoint': 3.0, 'secondBreakpoint': 5.0, 'thirdBreakpoint': 7.0}","That's Jazz, Baby!"
TFT10_Augment_GiveMeYourEnergy,['TFT10_CrowdDive'],[],"Crowd Divers gain @Stats@ Armor, @Stats@ Magic Resist, @Stats@ Ability Power, @Stats@% Attack Damage and @Stats@% Attack Speed for each adjacent enemy. Gain an Evelynn and a Katarina.",{'Stats': 3.0},Give Me Your Energy!
TFT10_Augment_BiggerShot,['TFT10_Deadeye'],[],"Every @BonusAttackThreshold@ attacks, Big Shots also fire a bomb that deals @ADPercent*100@% Attack Damage to enemies within 1 hex of the target. Gain a Kai'Sa.","{'ADPercent': 1.0, 'BonusAttackThreshold': 3.0}",Bigger Shot
TFT10_Augment_EmotionalConnection,['TFT10_Emo'],[],Allies of your Emo champions gain @percenteffect*100@% of the Emo Mana bonus when any ally dies. Gain an Annie and a Vex.,{'percenteffect': 0.6000000238418579},Emotional Connection
TFT10_Augment_InsertCoin,['TFT10_8Bit'],[],"Your 8-Bit champions execute targets below @ExecuteThreshold*100@% Health. Executions have a @BaseDropChance@% chance to drop @Gold@ gold, increased by @LevelScalar@% for each high score achieved. Gain a Corki and a Garen.<br><br><tftitemrules>Current drop chance: @TFTUnitProperty.item:TFT10_Augment_InsertCoin_GoldChance@%</tftitemrules>","{'BaseDropChance': 10.0, 'ExecuteThreshold': 0.10000000149011612, 'Gold': 1.0, 'LevelScalar': 2.0}",Insert Coin
TFT10_Augment_EncoreHeadliner,[],[],"The first time your Headliner dies, they become invulnerable and heal @Heal*100@% of their max Health over @repairtime@ seconds instead.","{'Heal': 0.6000000238418579, 'RepairTime': 1.5}",Encore!
TFT10_Augment_Executioner_ExposeWeakness,['TFT10_Executioner'],[],"Damage from Executioners' attacks and spells Shred and Sunder enemies by @ShredSunder@% for @Duration@ seconds. Gain a Twitch.<br><br><rules>(Shred: reduce Magic Resist, Sunder: reduce Armor)</rules>","{'Duration': 3.0, 'ShredSunder': 30.0}",Expose Weakness
TFT10_Augment_MesmerizingPerformance,['TFT10_KDA'],[],Your units that start combat in a lighted hex gain a @HealthShieldPercent*100@% max Health shield for @Duration@ seconds. Gain a Kai'Sa and Lillia.,"{'Duration': 10.0, 'HealthShieldPercent': 0.30000001192092896}",Share the Spotlight
TFT10_Augment_HeartCollector,['TFT10_PopBand'],[],Gain @percent*100@% more Heartsteel hearts. Your Heartsteel champions gain @Health@ Health. Gain a K'Sante and an Aphelios.,"{'Health': 200.0, 'percent': 0.25}",Heartthrobs
TFT10_Augment_Superfan_ForTheFans,['TFT10_Superfan'],[],Your Headliner's damage heals your Superfans for @HealPercent*100@% of the damage dealt. Gain a Gnar.,{'HealPercent': 0.2199999988079071},Do It for the Fans
TFT10_Augment_GuardianHeroicPresence,['TFT10_Guardian'],[],Enemies that attack a Guardian's shield take magic damage equal to @HealthPercent@% of the shielded unit's max Health (up to once per second). Gain a Pantheon.,"{'HealthPercent': 7.0, 'TauntInterval': 2.0}",Heroic Presence
TFT10_Augment_RememberYourRoots,[],[],Allies sharing a trait with your Headliner gain @health@ Health and @as@% Attack Speed.,"{'AS': 10.0, 'Health': 200.0}",Remember Your Roots
TFT10_Augment_ColdSteel,['TFT10_Edgelord'],[],"Enemies your Edgelords dash through become Mana-Reaved, Chilled, and Wounded for @duration@ seconds. Gain a Yasuo and a Kayle.",{'Duration': 4.0},Cold Steel
TFT10_Augment_RampingRhythm,['TFT10_Quickshot'],[],"Rapidfire champions start combat with @StartingStacks@ stacks of Attack Speed from their trait, and can now go up to @NewMaxStacks@ stacks. Gain a Jinx and a Senna.","{'NewMaxStacks': 30.0, 'StartingStacks': 4.0}",Ramping Rhythm
TFT10_Augment_EDMAugment,['TFT10_EDM'],[],"EDM's sampled champion gains @mana@ Mana every @interval@ seconds. When they cast, they gain @ap@% Attack Damage and @ap@ Ability Power for the rest of combat. Gain a Jax and a Lux.","{'AD': 20.0, 'AP': 20.0, 'Interval': 2.0, 'Mana': 5.0}",Sample Synthesis
TFT10_Augment_SpellweaverHalftimeShow,['TFT10_Spellweaver'],[],"When your Spellweavers cast their 2nd Ability each combat, they instantly cast it again at @DamagePercent*100@% effectiveness. Gain a Gragas and a Seraphine.",{'DamagePercent': 0.5},Raise the Tempo
TFT10_Augment_Country_BountyHunters,['TFT10_Country'],[],Country champions have a @GoldChance@% chance to drop @BonusKillGold@ gold on kill. Your Dreadsteed's chances are doubled. Gain a Samira.,"{'BonusKillGold': 1.0, 'GoldChance': 20.0}",Bounty Hunters
TFT10_Augment_HeadlinerWoodlandCharm,[],[],Create a clone of your Headliner with @MinBonusTOOLTIPONLY*100@% -@MaxBonusTOOLTIPONLY*100@% of their base health (based on stage level). You cannot equip items on the clone.,"{'MaxBonusTOOLTIPONLY': 1.2999999523162842, 'MinBonusTOOLTIPONLY': 1.0, '{2fbb7884}': 0.15000000596046448, '{30bb7a17}': 0.30000001192092896, '{32bb7d3d}': 'null'}",Hologram
TFT10_Augment_BlingedOut,['TFT10_TrueDamage'],[],Your True Damage champions gain @health@ Health and @attackspeed*100@% Attack Speed for each item they are holding. Gain a Yasuo and a Senna.,"{'AttackSpeed': 0.07999999821186066, 'Health': 80.0}",Blinged Out
TFT10_Augment_TalentSearch,[],[],"All of your champions gain their unique Headliner effect. In Addition, your Headliner gains @HLHealth@ Health and @HLAttackspeed*100@% Attack Speed.","{'HLAttackspeed': 0.10000000149011612, 'HLHealth': 100.0}",Talent Search
TFT10_Augment_SubmitToThePit,['TFT10_Fighter'],[],"Combat Start: For each adjacent ally, Moshers gain @Stats@ Armor, @Stats@ Magic Resist, @Stats@% Attack Damage, @Stats@ Ability Power, and @Stats@% Attack Speed. Gain a Jax and a Gnar.",{'Stats': 4.0},Submit to the Pit
TFT10_Augment_TooBigToFail,['TFT10_Brawler'],[],"On death, Bruisers deal @ExplosionMaxHealthPercent@% of their max Health to enemies within @Hex@ hex. After @TimeInCombat@ seconds, expand the range to @ImprovedHex@ hexes. Gain an Olaf and a Gragas.","{'ExplosionMaxHealthPercent': 35.0, 'Hex': 1.0, 'ImprovedHex': 2.0, 'TimeInCombat': 15.0}",Too Big to Fail
TFT10_Augment_DoubleTheFunk,['TFT10_Funk'],[],Your Disco Balls affect allies up to @DiscoRadius@ hexes away and pulse every @newtickrate@ seconds. Gain a Nami and a Gragas.,"{'DiscoRadius': 2.0, 'newtickrate': 2.5}",Double the Funk
TFT10_Augment_MetalHeads,['TFT10_Pentakill'],[],Your Pentakill champions are immune to crowd control for the first @immuneduration@ seconds of combat. They heal @heal*100@% of their max Health on takedown. Gain a Kayle and a Gnar.,"{'Heal': 0.03999999910593033, 'ImmuneDuration': 12.0}",Metalheads
